0x3675d2a334f17bcd4689533b7af263d48d96ec72,1000000000000000000000000
0x4f314638b730bc46df5e600e524267d0641c98b4,745466196003650000000000
0x57d2a95bea18ad894c35ce2ca89c5928f9b2f912,667344700171230000000000
0x9ECa5b272e59d950e8355a64aC80b508f5C6D105,541666999922900000000000
0x7545cdbccd780dabad6ada8279d82e5ccfd4bf88,477351590008490000000000
0x500d082ebb47447489d7dab8face2ffcb2d4a2de,410452499933810000000000
0xd889acb680d5edbfee593d2b7355a666248bab9b,348239883455820000000000
0xe4e69ef860d3018b61a25134d60678be8628f780,316830539995920000000000
0xc0ba9fd6fd13b87f71cf6d665d7f1ebec592c7c0,295664655500780000000000
0xcc92dc41633dce1dca57b440d1b148dc8e69e0e5,281624917482070000000000
0xa4048d81350cc487eab4fe7c01caf0130f2eddca,201685504365260000000000
0x0e6ce4b0b807707d1e2a7d725354ed7a5b7923dc,150000000000000000000000
0xe0e6111985a78e99596fe8100c07ba8a8403060f,145683417054050000000000
0x50ee80e8a86d50b8e7f302b23bb666a4f5d89e4a,145601019226940000000000
0xb1fa9a9a40034ba234213ca889f2fc1842421fd5,126690000000000000000000
0xaecf9166e9a7ef0f1ed1d399336cb92754d24c4b,113618757529870000000000
0x92c8029165c2aca6928550a5fecd17c90b448fa9,108333000000000000000000
0x89cd834779302E2C2394aa5040Fe8BEBDD4377b1,103000000000000000000000
0xffb10d3343cdd0c34af46369b5435328a2a93146,83877649048370000000000
0x48856a3b565e985e6742102ad0e5b976d32386b5,81250000000000000000000
0x5996aced888ec3ba31583edc486015eea119be33,81905776904600000000000
0x06b45f7844ab84f93f38e207777a7a76759dc143,77542773766170000000000
0x5bcfc2dee33fbd19771d4063c15cfb6dd555bb4c,73706838200380000000000
0x1f84ca2c0a406b32e083e4e41032fd148364df48,71228277168840000000000
0x4c9f7207be28278b9dca129f2e211acfff48fb01,67751287267840000000000
0x9ECa5b272e59d950e8355a64aC80b508f5C6D105,65433000000000000000000
0x072a98c3819ae8fa6902066e913efa5eb7f8e7e1,62681680000000000000000
0x60bff5a34b8a8c732e0809017c44f04cdaed844c,53165384327620000000000
0x7549a3f78e0d3ded7c6aac8b6d0b7ec473696827,51500024165160000000000
0x8a52affafa6b15cf1496babad7d6d84129a4764f,47883229870020000000000
0xd0f82e5c2bcad488535d579d70862c05caf68e15,46685048869870000000000
0x44bdb19db1cd29d546597af7dc0549e7f6f9e480,45679590613710000000000
0x7056daefa99d47960a6413c606c6efb9adfd5324,42552293346570000000000
0x29b5fef916ddf5ef3771240418c7b2eee1be2d69,40708813123930000000000
0x64ca35bef43e3358d91001e3fb98ad04fbaef864,41329879822500000000000
0x6f55e48f2e265b7362e2d71a43e95cfc2fc41cad,38520815226630000000000
0x166f25324f9dcdcc8c012de9a7cd6cb069d4d751,37290668916670000000000
0xe9165eeefc4b39210aba45f19e291efa378316ab,37046700568700000000000
0x3ab0818ba16175d5a41a4076de227c8a55ad6038,35390628689240000000000
0x236317bb268fe8028d2d162ffc605d70d5bae994,33351483282080000000000
0xff43c5727fbfc31cb96e605dfd7546eb8862064c,33108875571580000000000
0x6ba94ab6122811663b4c58574559747e895faaa1,32854552553990000000000
0x3a3ee61f7c6e1994a2001762250a5e17b2061b6d,32510747288350000000000
0xec356da112c06421bac0c6e4c65750e2a7ff3750,30000171306620000000000
0xac91c6d9ceec9e84243548838c418d8731009d86,29004357507690000000000
0xecf611ebf6f8f6356114e667c7f02605a50ae5a4,27953143884150000000000
0xf6f62bab35907565c5ad3d4c1093b7f90762c021,26206853187900000000000
0x310d5c8ee1512d5092ee4377061ae82e48973689,25231177280320000000000
0xc2edad668740f1aa35e4d8f227fb8e17dca888cd,25193345836780000000000
0xe574ff5a7a74c8e80e9825aa16ad7d3b0fbc3c67,25000000000000000000000
0xefdf3e3b64d6b3820f3063d76cb8db6a8cf1e196,24554428937030000000000
0x96c6373de14b32a7ffdf8442f9e2a2787bb5652e,23628977626940000000000
0x98d6a0c2f5a8811b463589cdd7b1fc8c1ec3b802,23563086967670000000000
0x59fc89d7be81cb9d466f58ddd33099bae8ef6fa3,22290252538070000000000
0xc3856d975e400f7f82391fdf652885edcdb6d116,21857804845240000000000
0x7338afb07db145220849b04a45243956f20b14d9,22104296208470000000000
0x357242d4e00981d36918747c76e01f5129530087,21137327687450000000000
0x73051a64044fea61a6100eb0b55c9087be32cca3,20772367975210000000000
0xd458632330cc973f6df36ff576343e27060b4e77,19722699224540000000000
0xe13a4be266ac4b715bed72668e795db9da78f2c7,19772181531210000000000
0x336cffac297e1b5701a2adadd7239c07d4c9acf8,19963964241850000000000
0x5edfa1d84e9bb67df816ff8380db056b6911b330,18929122790980000000000
0x90c2eac05dbbb020887ba5a826a26b00cc2811e8,19347787532000000000000
0x4ea9307bba826883da1abf91000e094f651587c8,18601526835370000000000
0xce7f06ba27b3e525ccdfc559cea9e523e5f91eae,18586299738950000000000
0xe5350e927b904fdb4d2af55c566e269bb3df1941,18476850459790000000000
0x26e12b7885866bc47101b8ab72b34d7dce541390,18241634421770000000000
0xd2860356e7c28d8fe65361679ba79fc6719bdb9d,17619355557640000000000
0x48cfe595451bd82db6349610422aee6eec29578f,16921388525340000000000
0xce65b6c59cfb37fd95fe881317e6f8bfe7830deb,16896101360350000000000
0xc5fcc8521bf2afaf95de287390f770358c6e3a16,16637600060230000000000
